                  下月连续 (IFL1)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	 
 05/14-13:58	2467.400	2467.800	2465.200	2465.200	            779	   2465.467	   2464.400	   2472.233	   2489.360	
 05/14-13:59	2465.200	2465.800	2464.400	2465.000	            800	   2465.333	   2464.533	   2472.033	   2489.152	
 05/14-14:00	2464.800	2465.600	2464.600	2465.000	            424	   2465.467	   2464.667	   2471.867	   2488.960	
 05/14-14:01	2465.200	2465.800	2464.600	2465.600	            270	   2465.467	   2464.733	   2471.633	   2488.736	
 05/14-14:02	2465.600	2467.800	2465.400	2467.600	            530	   2465.600	   2464.800	   2471.467	   2488.544	
 05/14-14:03	2467.800	2468.200	2466.600	2467.400	            818	   2465.733	   2464.933	   2471.300	   2488.352	
 05/14-14:04	2467.400	2468.400	2467.000	2468.000	            823	   2465.733	   2465.000	   2471.133	   2488.144	
 05/14-14:05	2468.200	2469.800	2467.800	2469.600	           1443	   2465.867	   2465.067	   2470.967	   2487.936	
 05/14-14:06	2469.400	2470.400	2469.200	2470.400	           1731	   2466.000	   2465.200	   2470.867	   2487.760	
 05/14-14:07	2470.400	2473.400	2470.400	2472.400	           2511	   2466.267	   2465.400	   2470.767	   2487.584	
 05/14-14:08	2472.600	2472.800	2470.400	2470.400	           1276	   2466.400	   2465.467	   2470.600	   2487.392	
 05/14-14:09	2470.600	2470.600	2468.600	2468.800	           1382	   2466.667	   2465.667	   2470.500	   2487.216	
 05/14-14:10	2468.800	2469.200	2468.000	2469.000	            816	   2466.667	   2465.800	   2470.333	   2487.040	
 05/14-14:11	2469.200	2469.400	2467.600	2468.200	            613	   2466.933	   2465.867	   2470.200	   2486.848	
 05/14-14:12	2468.600	2470.200	2468.400	2470.200	            585	   2467.067	   2466.000	   2470.000	   2486.672	
 05/14-14:13	2470.000	2471.400	2468.000	2468.000	           1078	   2467.067	   2466.133	   2469.833	   2486.496	
 05/14-14:14	2468.000	2469.600	2467.600	2469.600	           1041	   2467.333	   2466.267	   2469.700	   2486.336	
 05/14-14:15	2469.600	2471.800	2469.600	2471.600	           1120	   2467.600	   2466.400	   2469.567	   2486.192	
 05/14-14:16	2471.800	2472.400	2470.200	2470.200	           1027	   2467.733	   2466.467	   2469.400	   2486.032	
 05/14-14:17	2470.400	2471.000	2468.600	2468.600	            901	   2467.733	   2466.467	   2469.233	   2485.872	
 05/14-14:18	2468.800	2470.000	2468.600	2469.400	            437	   2468.000	   2466.600	   2469.133	   2485.728	
 05/14-14:19	2469.200	2469.800	2466.600	2466.600	           1640	   2468.000	   2466.533	   2468.933	   2485.536	
 05/14-14:20	2466.600	2467.800	2466.200	2466.400	           1020	   2468.000	   2466.600	   2468.800	   2485.360	
 05/14-14:21	2466.400	2467.600	2466.400	2467.000	            487	   2468.000	   2466.667	   2468.633	   2485.200	
 05/14-14:22	2467.000	2468.000	2466.000	2466.000	            861	   2467.867	   2466.600	   2468.433	   2485.008	
 05/14-14:23	2465.800	2467.000	2465.000	2465.800	           1445	   2468.000	   2466.667	   2468.267	   2484.832	
 05/14-14:24	2465.400	2466.000	2465.000	2465.800	            523	   2467.867	   2466.667	   2468.100	   2484.640	
 05/14-14:25	2465.400	2466.600	2465.200	2465.400	            762	   2468.000	   2466.667	   2467.933	   2484.448	
 05/14-14:26	2465.600	2466.800	2465.000	2466.400	            709	   2467.867	   2466.667	   2467.767	   2484.240	
 05/14-14:27	2466.600	2467.000	2466.000	2466.600	            454	   2467.867	   2466.667	   2467.633	   2484.064	
 05/14-14:28	2466.600	2466.600	2465.200	2466.600	            601	   2467.867	   2466.667	   2467.467	   2483.872	
 05/14-14:29	2466.600	2469.000	2466.200	2468.400	            851	   2468.133	   2466.733	   2467.367	   2483.696	
 05/14-14:30	2468.600	2470.000	2468.600	2469.600	           1377	   2468.133	   2466.800	   2467.233	   2483.520	
 05/14-14:31	2469.400	2471.600	2469.400	2469.800	           1199	   2468.267	   2466.867	   2467.100	   2483.328	
 05/14-14:32	2469.800	2470.000	2468.400	2468.600	            793	   2468.400	   2467.000	   2467.000	   2483.152	
 05/14-14:33	2469.000	2469.200	2468.200	2469.000	            568	   2468.400	   2467.067	   2466.900	   2482.976	
 05/14-14:34	2468.800	2470.000	2468.800	2469.800	            475	   2468.400	   2467.067	   2466.800	   2482.784	
 05/14-14:35	2469.800	2470.600	2468.200	2469.200	            756	   2468.533	   2467.200	   2466.800	   2482.608	
 05/14-14:36	2469.400	2470.000	2466.600	2467.000	           1177	   2468.267	   2467.133	   2466.733	   2482.416	
 05/14-14:37	2467.000	2467.000	2465.000	2465.400	           1078	   2468.133	   2467.200	   2466.667	   2482.224	
 05/14-14:38	2465.000	2466.400	2465.000	2465.200	            790	   2468.000	   2467.200	   2466.567	   2482.016	
 05/14-14:39	2465.400	2465.400	2464.400	2465.000	           1379	   2467.733	   2467.200	   2466.467	   2481.808	
 05/14-14:40	2465.200	2466.400	2464.800	2466.400	            526	   2467.733	   2467.200	   2466.400	   2481.632	
 05/14-14:41	2466.400	2466.600	2465.800	2466.000	            495	   2467.600	   2467.267	   2466.300	   2481.440	
 05/14-14:42	2466.000	2466.200	2465.000	2465.200	            485	   2467.600	   2467.333	   2466.233	   2481.264	
 05/14-14:43	2465.200	2466.200	2465.200	2466.200	            365	   2467.467	   2467.267	   2466.133	   2481.088	
 05/14-14:44	2466.000	2467.800	2466.000	2467.200	            768	   2467.333	   2467.333	   2466.067	   2480.912	
 05/14-14:45	2467.000	2468.200	2465.800	2465.800	            713	   2467.067	   2467.333	   2465.967	   2480.720	
 05/14-14:46	2465.800	2466.600	2465.200	2465.600	            551	   2467.067	   2467.400	   2465.933	   2480.544	
 05/14-14:47	2465.200	2467.000	2465.200	2466.600	            455	   2466.933	   2467.333	   2465.867	   2480.352	
 05/14-14:48	2466.600	2468.000	2466.600	2466.800	            726	   2466.800	   2467.400	   2465.800	   2480.176	
 05/14-14:49	2467.200	2468.000	2466.600	2467.800	            624	   2466.933	   2467.467	   2465.767	   2480.000	
 05/14-14:50	2467.800	2469.200	2467.400	2468.600	           1201	   2466.933	   2467.467	   2465.767	   2479.824	
 05/14-14:51	2468.600	2469.800	2468.600	2469.200	            942	   2467.067	   2467.533	   2465.800	   2479.680	
 05/14-14:52	2469.400	2470.000	2468.400	2469.800	           1073	   2467.200	   2467.533	   2465.800	   2479.504	
 05/14-14:53	2470.000	2470.200	2469.000	2470.000	            700	   2467.333	   2467.667	   2465.833	   2479.360	
 05/14-14:54	2469.800	2470.600	2469.600	2470.200	            649	   2467.467	   2467.667	   2465.867	   2479.200	
 05/14-14:55	2470.000	2474.200	2470.000	2474.000	           1794	   2467.733	   2467.867	   2465.967	   2479.072	
 05/14-14:56	2473.800	2475.000	2472.800	2473.000	           1993	   2468.000	   2467.933	   2466.033	   2478.912	
 05/14-14:57	2472.800	2473.000	2471.000	2471.800	           1141	   2468.133	   2468.000	   2466.167	   2478.752	
 05/14-14:58	2472.000	2472.800	2471.400	2471.800	            618	   2468.400	   2468.133	   2466.267	   2478.576	
 05/14-14:59	2471.600	2473.200	2471.600	2473.200	            724	   2468.400	   2468.267	   2466.400	   2478.416	
 05/14-15:00	2473.000	2474.000	2472.800	2473.800	            873	   2468.533	   2468.333	   2466.500	   2478.256	
 05/14-15:01	2473.800	2474.800	2473.000	2473.000	           1248	   2468.800	   2468.533	   2466.633	   2478.096	
 05/14-15:02	2473.000	2473.200	2471.800	2472.800	            806	   2468.800	   2468.600	   2466.700	   2477.936	
 05/14-15:03	2472.800	2473.200	2471.200	2472.000	            694	   2468.933	   2468.667	   2466.800	   2477.792	
 05/14-15:04	2472.000	2473.000	2472.000	2472.600	            469	   2469.067	   2468.733	   2466.867	   2477.632	
 05/14-15:05	2472.400	2472.600	2471.800	2471.800	            536	   2469.067	   2468.800	   2466.933	   2477.472	
 05/14-15:06	2472.200	2473.800	2472.200	2473.600	            888	   2469.333	   2468.800	   2467.000	   2477.328	
 05/14-15:07	2473.400	2473.800	2473.000	2473.600	            686	   2469.600	   2468.867	   2467.133	   2477.216	
 05/14-15:08	2473.400	2473.600	2473.000	2473.200	            434	   2469.867	   2468.933	   2467.200	   2477.056	
 05/14-15:09	2473.400	2474.200	2473.000	2474.200	            759	   2470.267	   2469.000	   2467.333	   2476.896	
 05/14-15:10	2474.400	2475.000	2474.000	2474.200	           1168	   2470.400	   2469.067	   2467.433	   2476.736	
 05/14-15:11	2474.000	2474.800	2473.600	2474.400	            568	   2470.800	   2469.200	   2467.533	   2476.576	
 05/14-15:12	2474.400	2474.400	2473.000	2473.400	            779	   2470.933	   2469.267	   2467.633	   2476.416	
 05/14-15:13	2473.400	2474.200	2473.200	2473.600	            509	   2471.333	   2469.400	   2467.767	   2476.272	
 05/14-15:14	2473.600	2473.800	2473.000	2473.000	            741	   2471.467	   2469.400	   2467.833	   2476.112	
 05/14-15:15	2472.800	2473.400	2471.800	2472.200	           1812	   2471.733	   2469.400	   2467.900	   2475.952	
 05/15-09:16	2480.000	2481.400	2478.200	2478.600	           5199	   2472.133	   2469.600	   2468.033	   2475.840	
 05/15-09:17	2478.800	2479.800	2476.000	2479.800	           2412	   2472.533	   2469.733	   2468.100	   2475.712	
 05/15-09:18	2479.600	2482.000	2479.600	2481.000	           2769	   2473.067	   2469.933	   2468.267	   2475.600	
 05/15-09:19	2481.000	2481.000	2479.000	2479.200	           1161	   2473.467	   2470.200	   2468.367	   2475.488	
 05/15-09:20	2479.000	2479.600	2477.600	2478.000	           1040	   2473.733	   2470.333	   2468.467	   2475.360	
 05/15-09:21	2478.200	2478.200	2477.000	2477.200	           1100	   2473.867	   2470.467	   2468.567	   2475.232	
 05/15-09:22	2477.000	2477.800	2475.600	2477.800	           1443	   2474.267	   2470.733	   2468.667	   2475.120	
 05/15-09:23	2477.800	2478.400	2475.200	2475.600	           1665	   2474.400	   2470.867	   2468.767	   2475.008	
 05/15-09:24	2475.600	2476.800	2475.200	2476.400	           1163	   2474.667	   2471.067	   2468.867	   2474.896	
 05/15-09:25	2476.400	2476.400	2475.000	2475.800	            987	   2474.667	   2471.200	   2468.933	   2474.800	
 05/15-09:26	2476.000	2478.400	2475.800	2478.400	           1451	   2474.800	   2471.400	   2469.033	   2474.688	
 05/15-09:27	2478.600	2479.000	2477.200	2478.800	           1128	   2475.067	   2471.600	   2469.133	   2474.592	
 05/15-09:28	2478.800	2480.800	2478.800	2479.200	           1868	   2475.333	   2471.867	   2469.267	   2474.496	
 05/15-09:29	2479.400	2480.000	2478.600	2479.200	            836	   2475.600	   2472.000	   2469.367	   2474.416	
 05/15-09:30	2479.000	2479.000	2476.200	2476.400	           1254	   2475.733	   2472.133	   2469.467	   2474.320	
 05/15-09:31	2476.200	2478.000	2474.000	2477.000	           2171	   2475.733	   2472.267	   2469.567	   2474.256	
 05/15-09:32	2477.200	2480.200	2476.200	2480.000	           1632	   2476.000	   2472.400	   2469.700	   2474.208	
 05/15-09:33	2480.200	2482.600	2479.800	2480.000	           2971	   2476.267	   2472.600	   2469.833	   2474.160	
 05/15-09:34	2480.200	2480.800	2478.800	2479.200	           1307	   2476.533	   2472.800	   2469.933	   2474.144	
 05/15-09:35	2479.200	2479.200	2476.200	2477.200	           1809	   2476.667	   2472.867	   2470.033	   2474.096	
 05/15-09:36	2477.200	2478.400	2476.000	2477.200	           1260	   2476.800	   2473.067	   2470.100	   2474.048	
 05/15-09:37	2477.600	2478.000	2475.200	2476.000	           1443	   2476.800	   2473.200	   2470.200	   2474.000	
 05/15-09:38	2476.000	2477.000	2475.200	2475.200	           1009	   2476.933	   2473.400	   2470.300	   2473.936	
 05/15-09:39	2475.200	2476.800	2474.000	2475.800	           1429	   2476.933	   2473.600	   2470.400	   2473.888	
 05/15-09:40	2475.600	2476.800	2473.400	2474.400	           2232	   2477.067	   2473.733	   2470.467	   2473.840	
 05/15-09:41	2474.000	2476.000	2473.800	2473.800	           1353	   2476.933	   2473.867	   2470.567	   2473.808	
 05/15-09:42	2474.000	2474.600	2471.600	2471.800	           2207	   2476.933	   2473.933	   2470.633	   2473.760	
 05/15-09:43	2471.800	2474.600	2471.000	2474.200	           2163	   2476.933	   2474.133	   2470.700	   2473.728	
 05/15-09:44	2474.200	2475.400	2473.200	2475.000	           1278	   2476.933	   2474.200	   2470.767	   2473.664	
 05/15-09:45	2475.200	2475.200	2473.000	2474.000	           1222	   2477.067	   2474.400	   2470.867	   2473.616	
 05/15-09:46	2474.200	2474.800	2473.200	2474.600	            809	   2476.933	   2474.533	   2470.967	   2473.568	
 05/15-09:47	2474.800	2476.400	2473.200	2476.200	           1883	   2476.933	   2474.733	   2471.033	   2473.504	
 05/15-09:48	2476.200	2477.800	2476.000	2477.600	           2286	   2476.667	   2474.867	   2471.133	   2473.456	
 05/15-09:49	2477.800	2478.000	2476.600	2477.800	           1455	   2476.533	   2475.000	   2471.233	   2473.392	
 05/15-09:50	2478.000	2478.800	2477.000	2478.600	           1303	   2476.667	   2475.200	   2471.333	   2473.328	
 05/15-09:51	2479.400	2481.800	2479.200	2480.600	           3250	   2476.800	   2475.333	   2471.433	   2473.280	
 05/15-09:52	2480.600	2482.000	2480.400	2481.200	           2662	   2476.933	   2475.600	   2471.567	   2473.248	
 05/15-09:53	2481.000	2482.400	2480.000	2481.200	           2492	   2477.067	   2475.733	   2471.700	   2473.200	
 05/15-09:54	2481.600	2482.000	2479.400	2480.000	           1827	   2477.200	   2475.933	   2471.800	   2473.136	
 05/15-09:55	2480.000	2484.200	2479.800	2483.000	           4510	   2477.467	   2476.067	   2471.967	   2473.104	
 05/15-09:56	2483.400	2485.400	2482.000	2485.400	           3543	   2477.733	   2476.267	   2472.100	   2473.072	
 05/15-09:57	2485.800	2488.000	2484.000	2487.200	           4796	   2478.000	   2476.533	   2472.267	   2473.056	
 05/15-09:58	2486.800	2487.800	2485.000	2485.200	           2935	   2478.133	   2476.733	   2472.433	   2473.024	
 05/15-09:59	2485.000	2486.000	2483.000	2483.200	           2178	   2478.267	   2476.933	   2472.600	   2473.008	
 05/15-10:00	2483.400	2483.800	2480.800	2481.800	           2990	   2478.400	   2477.067	   2472.700	   2472.976	
 05/15-10:01	2481.800	2482.000	2480.800	2480.800	           1886	   2478.667	   2477.200	   2472.867	   2472.944	
 05/15-10:02	2480.800	2481.800	2480.200	2481.400	           1538	   2478.667	   2477.333	   2472.967	   2472.912	
 05/15-10:03	2481.400	2482.200	2479.600	2480.000	           2027	   2478.667	   2477.467	   2473.067	   2472.880	
 05/15-10:04	2480.000	2482.000	2479.800	2481.800	           1320	   2478.667	   2477.600	   2473.167	   2472.848	
 05/15-10:05	2482.000	2484.000	2479.600	2479.600	           2760	   2478.800	   2477.733	   2473.267	   2472.800	
 05/15-10:06	2479.600	2479.600	2477.000	2477.000	           4464	   2478.800	   2477.800	   2473.300	   2472.736	
 05/15-10:07	2477.000	2477.600	2476.200	2477.000	           2518	   2478.933	   2477.867	   2473.367	   2472.704	
 05/15-10:08	2477.200	2477.600	2476.600	2477.600	           1480	   2478.933	   2477.933	   2473.433	   2472.640	
 05/15-10:09	2477.400	2477.400	2476.400	2476.600	           1490	   2478.933	   2477.933	   2473.467	   2472.592	
 05/15-10:10	2476.400	2476.400	2473.000	2474.000	           4306	   2478.933	   2478.000	   2473.533	   2472.544	
 05/15-10:11	2474.400	2474.400	2473.000	2474.000	           2091	   2478.933	   2477.933	   2473.567	   2472.464	
 05/15-10:12	2474.000	2475.400	2473.600	2473.800	           2060	   2479.067	   2478.000	   2473.633	   2472.416	
 05/15-10:13	2473.800	2475.600	2473.200	2475.600	           1382	   2479.067	   2478.000	   2473.700	   2472.368	
 05/15-10:14	2475.200	2476.800	2474.200	2474.200	           2261	   2479.067	   2478.000	   2473.700	   2472.304	
 05/15-10:15	2474.200	2474.600	2473.200	2474.000	           1692	   2479.067	   2478.067	   2473.733	   2472.256	
 05/15-10:16	2474.000	2474.800	2472.600	2473.600	           2024	   2478.933	   2477.933	   2473.767	   2472.208	
 05/15-10:17	2474.000	2476.000	2473.800	2475.400	           1670	   2478.933	   2477.933	   2473.833	   2472.176	
 05/15-10:18	2475.200	2476.400	2475.000	2475.600	           1140	   2478.933	   2477.800	   2473.867	   2472.128	
 05/15-10:19	2476.000	2476.200	2471.600	2472.000	           2239	   2478.800	   2477.667	   2473.933	   2472.080	
 05/15-10:20	2472.400	2475.800	2472.200	2475.800	           2094	   2478.667	   2477.667	   2474.000	   2472.032	
 05/15-10:21	2475.600	2477.800	2475.600	2476.400	           2440	   2478.533	   2477.667	   2474.067	   2472.000	
 05/15-10:22	2476.200	2476.600	2475.600	2475.600	            838	   2478.267	   2477.600	   2474.167	   2471.936	
 05/15-10:23	2475.800	2476.200	2475.000	2475.800	           1033	   2478.133	   2477.600	   2474.233	   2471.888	
 05/15-10:24	2476.000	2476.200	2473.400	2474.600	           1006	   2477.867	   2477.533	   2474.300	   2471.824	
 05/15-10:25	2474.800	2475.800	2473.600	2475.400	           1018	   2477.600	   2477.533	   2474.367	   2471.776	
 05/15-10:26	2475.200	2476.000	2472.600	2473.200	           1413	   2477.333	   2477.533	   2474.467	   2471.728	
 05/15-10:27	2473.400	2474.600	2472.800	2473.200	            958	   2476.800	   2477.400	   2474.500	   2471.664	
